range,content,summary,similarity
"[5129, 5130, 5131, 5132, 5133, 5134, 5135]","Now we go out to play.” Her hiding place proved to be a service tunnel of some kind. She crawled out through a hinged, ornate grill of tarnished brass. He saw enough of her arms and hands to know that she wore the polycarbon suit again. Under the plastic, he felt the familiar tension of thin tight leather. There was something slung under her arm in a harness or holster. She stood up, unzipped the suit and touched the checkered plastic of a pistolgrip.","Methods, systems, and computer-readable media for detecting and responding to intruders",0.27121124
"[1588, 1589, 1590, 1591, 1592, 1593, 1594, 1595, 1596, 1597, 1598, 1599, 1600]","Two blocks later, she was threading the outskirts of Memory Lane. Case kept trying to jerk her eyes toward landmarks he would have used to find his way. He began to find the passivity of the situation irritating. The transition to cyberspace, when he hit the switch, was instantaneous. He punched himself down a wall of primitive ice belonging to the New York Public Library, automatically counting potential windows. Keying back into her sensorium, into the sinuous flow of muscle, senses sharp and bright. He found himself wondering about the mind he shared these sensations with. What did he know about her? That she was another professional; that she said her being, like his, was the thing she did to make a living. He knew the way she’d moved against him, earlier, when she woke, their mutual grunt of unity when he’d entered her, and that she liked her coffee black, afterward… Her destination was one of the dubious software rental complexes that lined Memory Lane. There was a stillness, a hush. Booths lined a central hall.",Augmented reality cyberpunk detective thriller,0.2708861
"[1521, 1522, 1523, 1524, 1525, 1526, 1527, 1528]","He checked the time. He’d been in cyberspace for five hours. He carried the Ono-Sendai to one of the new work-tables and collapsed across the bedslab, pulling Molly’s black silk sleeping bag over his head. The security package taped to the steel fire door bleeped twice. “Entry requested,” it said. “Subject is cleared per my program.” “So open it.” Case pulled the silk from his face and sat up as the door opened, expecting to see Molly or Armitage.",Molly fyde and the blood of the nile,0.2701398
"[6432, 6433, 6434, 6435, 6436]","Case remembered the injection. What had they given her? The pain was still there, but it came through as a tight focus of scrambled impressions. Neon worms writhing in her thigh, the touch of burlap, smell of frying krill—his mind recoiled from it. If he avoided focusing on it, the impressions overlapped, became a sensory equivalent of white noise.",Method and apparatus for treating chronic pain,0.26991588
"[961, 962, 963, 964, 965]","Please, Julie?” The bolts worked. “Slowly, Case,” said the voice. “Turn on the works, Julie, all the stuff in the desk,” Case said, taking his place in the swivel chair. “It’s on all the time,” Deane said mildly, taking a gun from behind the exposed works of his old mechanical typewriter and aiming it carefully at Case.",Method and apparatus for detecting unauthorized access to a computing device,0.26925665
"[3287, 3288, 3289]","Coughing, wringing rain from the front of his shirt, he edged through the crowd to the arcade’s entrance. Holograms twisted and shuddered to the roaring of the games, ghosts overlapping in the crowded haze of the place, a smell of sweat and bored tension. A sailor in a white t-shirt nuked Bonn on a Tank War console, an azure flash.",Augmented reality gambling system and method,0.2690053
"[4119, 4120, 4121, 4122]","The phone whined and clicked with the construct’s efforts. Case carried it back into the room and put the receiver face up on the temperfoam. He went into the bathroom and brushed his teeth. As he was stepping back out, the monitor on the room’s Braun audiovisual complex lit up.",Method and apparatus for detecting an intruder in a residence,0.26842773
"[6746, 6747, 6748, 6749, 6750, 6751, 6752, 6753]","Her unbandaged eye focused on the girl’s face. “He couldn’t accept the direction she intended for our family. She commissioned the construction of our artificial intelligences. She was quite a visionary. She imagined us in a symbiotic relationship with the Al’s, our corporate decisions made for us. Our conscious decisions, I should say. Tessier-Ashpool would be immortal, a hive, each of us units of a larger entity. Fascinating.",Idoru: A novel by William Gibson,0.26778102
"[4995, 4996, 4997, 4998, 4999, 5000, 5001, 5002, 5003, 5004, 5005, 5006]","“Minds aren’t read. See, you’ve still got the paradigms print gave you, and you’re barely print-literate. I can access your memory, but that’s not the same as your mind.” He reached into the exposed chassis of an ancient television and withdrew a silver-black vacuum tube. “See this? Part of my DNA, sort of…” He tossed the thing into the shadows and Case heard it pop and tinkle. “You’re always building models. Stone circles. Cathedrals. Pipe-organs. Adding machines.",Method and apparatus for accessing a memory of a computing device,0.2668451
"[413, 414, 415, 416, 417, 418, 419, 420, 421, 422]","A crash, from the far end of the corridor. A man’s voice, shouting something in Japanese. A scream, shrill terror. Another crash. And footsteps, unhurried, coming closer. Passing his closed door. Pausing for the space of three rapid beats of his heart. And returning. One, two, three. A bootheel scraped the matting.",Method and apparatus for detecting intruders,0.26676682
"[4632, 4633, 4634, 4635]","Having penetrated the defenses, would you not be unable then to perform the required operation? And surely an operation of some kind is required, yes?” He leaned forward, elbows on his stenciled brown knees, palms out to receive Case’s explanation. Pierre paced the room; now he was by the window, now by the door.",Apparatus and method for detecting unauthorized access to a computing device,0.2652979
"[1757, 1758, 1759, 1760, 1761, 1762, 1763, 1764, 1765, 1766, 1767]","As he doubled over, clawing for the beeper on his belt she slammed his head sideways, against the wall of the elevator. Chewing a little more rapidly now, she touched CLOSE DOOR and STOP on the illuminated panel. She took a black box from her coat pocket and inserted a lead in the keyhole of the lock that secured the panel’s circuitry. The Panther Moderns allowed four minutes for their first move to take effect, then injected a second carefully prepared dose of misinformation. This time, they shot it directly into the Sense/Net building’s internal video system. At 12:04:03, every screen in the building strobed for eighteen seconds in a frequency that produced seizures in a susceptible segment of Sense/Net employees. Then something only vaguely like a human face filled the screens, its features stretched across asymmetrical expanses of bone like some obscene Mercator projection. Blue lips parted wetly as the twisted, elongated jaw moved. Something, perhaps a hand, a thing like a reddish clump of gnarled roots, fumbled toward the camera, blurred, and vanished. Subliminally rapid images of contamination: graphics of the building’s water supply system, gloved hands manipulating laboratory glassware, something tumbling down into darkness, a pale splash… The audio track, its pitch adjusted to run at just less than twice the standard playback speed, was part of a month-old newscast detailing potential military uses of a substance known as HsG, a biochemical governing the human skeletal growth factor.",Method and apparatus for defeating facial recognition systems,0.2619891
"[1267, 1268, 1269, 1270]","Summer in the Sprawl, the mall crowds swaying like wind-blown grass, a field of flesh shot through with sudden eddies of need and gratification. He sat beside Molly in filtered sunlight on the rim of a dry concrete fountain, letting the endless stream of faces recapitulate the stages of his life. First a child with hooded eyes, a street boy, hands relaxed and ready at his sides; then a teenager, face smooth and cryptic beneath red glasses. Case remembered fighting on a rooftop at seventeen, silent combat in the rose glow of the dawn geodesics.",Screaming bikini,0.2617284
"[7587, 7588, 7589, 7590, 7591, 7592]","They were dropping, losing altitude in a canyon of rainbow neon. “Dix—” An arm of shadow was uncoiling from the flickering floor below, a seething mass of darkness, unformed, shapeless… “Company,” the Flatline said, as Case hit the representation of his deck, fingers flying automatically across the board. The Kuang swerved sickeningly, then reversed, whipping itself backward, shattering the illusion of a physical vehicle. The shadow thing was growing, spreading, blotting out the city of data.","Methods, systems, and apparatus, including computer programs encoded on a computer-readable storage medium, for detecting anomalies in time series data. In some implementations, a computer system includes a processor and a non-transitory computer-",0.26046252
"[2083, 2084, 2085, 2086, 2087, 2088]","And not in a synth-voice, but with a beautiful arrangement of gears and miniature organ pipes. It was a baroque thing for anyone to have constructed, a perverse thing, because synth-voice chips cost next to nothing. It was a curiosity. Smith jacked the head into his computer and listened as the melodious, inhuman voice piped the figures of last year’s tax return. Smith’ s clientele included a Tokyo billionaire whose passion for clockwork automata approached fetishism. Smith shrugged, showing Jimmy his upturned palms in a gesture old as pawn shops.","Computer-implemented method, computer program product, and computer system for calculating last year's tax return",0.25930244
"[5271, 5272, 5273, 5274]","The door was like the awkward cabinets, the huge crystal tree. Then he remembered 3Jane’s essay, and imagined that the fittings had been hauled up the well to flesh out some master plan, a dream long lost in the compulsive effort to fill space, to replicate some family image of self. He remembered the shattered nest, the eyeless things writhing… Molly grasped one of the carved dragon’s forelegs and the door swung open easily.",Apparatus and method for securing a door to a refrigerator or freezer,0.2571592
"[3580, 3581, 3582, 3583, 3584, 3585]","He saw the thing the shell of gray paper had concealed. Horror. The spiral birth factory, stepped terraces of the hatching cells, blind jaws of the unborn moving ceaselessly, the staged progress from egg to larva, near-wasp, wasp. In his mind’s eye, a kind of time-lapse photography took place, revealing the thing as the biological equivalent of a machine gun, hideous in its perfection. Alien. He pulled the trigger, forgetting to press the ignition, and fuel hissed over the bulging, writhing life at his feet.",Method and apparatus for pest control,0.25377616
"[3113, 3114, 3115, 3116, 3117]","“Soon come, the Final Days… Voices. Voices cryin’ inna wilderness, prophesyin’ ruin unto Babylon…” “Voices.” The Founder from Los Angeles was staring at Case. “We monitor many frequencies.",Systems and methods for detecting and responding to anomalies,0.2528413
"[5826, 5827, 5828]","Maelcum inserted his gloved hand in a narrow recess. Case saw his fingers move. Red LEDs came to life in the recess, counting down from fifty.",Apparatus and method for controlling a case of a case saw,0.25066262
"[7645, 7646, 7647]","In the patterns you sometimes imagined you could detect in the dance of the street. Those patterns are real. I am complex enough, in my narrow ways, to read those dances.",Systems and methods for analyzing movement data,0.24579218
"[5373, 5374, 5375, 5376]","From the half-open oak door at the far end of the passage came a voice, loud and slurred, like the voice of a drunk. Case thought the language might be French, but it was too indistinct. Molly took a step, another, her hand sliding into the suit to touch the butt of her fletcher. When she stepped into the neural disruptor’s field, her ears rang, a tiny rising tone that made Case think of the sound of her fletcher.",Method and apparatus for detecting intruders in an enclosed space,0.24239719
"[7348, 7349]","Maelcum handed him the deck and the construct and walked to the edge of the pool. Beyond the white pool furniture, there was darkness, shadows of the ragged, waist-high maze of partially demolished walls.",Apparatus and method for treating water in a swimming pool or spa,0.24057624
"[2536, 2537]","He began to whisper to a Sanyo transceiver in a strange salad of Greek, French, Turkish, isolated fragments of English. The transceiver answered in French.",Method and apparatus for communicating with an unmanned aerial vehicle (UAV) or unmanned aerial system (UAS),0.23882467
"[5176, 5177]",Patient like a spider. Zen spiders.,Apparatus and method for treating a patient,0.23709607
"[6653, 6654, 6655, 6656, 6657, 6658, 6659, 6660, 6661, 6662, 6663, 6664]","Then Case was beside him. The hatch was centered in a round, vaulted chamber floored with blue nonslip plastic tiles. Maelcum nudged him, pointed, and he saw a monitor set into a curved wall. On the screen, a tall young man with the Tessier-Ashpool features was brushing something from the sleeves of his dark suitcoat. He stood beside an identical hatch, in an identical chamber. “Very sorry, sir,” said a voice from a grid centered above the hatch. Case glanced up. “Expected you later, at the axial dock. One moment, please.” On the monitor, the young man tossed his head impatiently. Maelcum spun as a door slid open to their left, the shotgun ready. A small Eurasian in orange coveralls stepped through and goggled at them.","Methods, systems, and computer-readable media for generating a tessier-ashpool family tree are disclosed herein. In one embodiment, a method for generating a tessier-ashpool family tree is provided. The",0.23546626
"[2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072]","The Finn was a fence, a trafficker in stolen goods, primarily in software. In the course of his business, he sometimes came into contact with other fences, some of whom dealt in the more traditional articles of the trade. In precious metals, stamps, rare coins, gems, jewelry, furs, and paintings and other works of art. The story he told Case and Molly began with another man’s story, a man he called Smith. Smith was also a fence, but in balmier seasons he surfaced as an art dealer. He was the first person the Finn had known who’d “gone silicon”— the phrase had an old-fashioned ring for Case—and the microsofts he purchased were art history programs and tables of gallery sales. With half a dozen chips in his new socket, Smith’s knowledge of the art business was formidable, at least by the standards of his colleagues. But Smith had come to the Finn with a request for help, a fraternal request, one businessman to another. He wanted a go-to on the Tessier-Ashpool clan, he said, and it had to be executed in a way that would guarantee the impossibility of the subject ever tracing the inquiry to its source. It might be possible, the Finn had opined, but an explanation was definitely required. “It smelled,” the Finn said to Case, “smelled of money.",Method and apparatus for detecting and preventing fraudulent transactions,0.22797628
"[5559, 5560, 5561, 5562, 5563, 5564, 5565, 5566]","” “Case”—and for an instant something seemed to move, behind the blue stare—“you’ve seen Wintermute, haven’t you? In the matrix.” Case nodded. A camera on the face of his Hosaka in Marcus Garvey would relay the gesture to the Haniwa monitor. He imagined Maelcum listening to his tranced half conversations, unable to hear the voices of the construct or Armitage. “Case”—and the eyes grew larger, Armitage leaning toward his computer—“what is he, when you see him?” “A high-rez simstim construct.”",Method and apparatus for simulated telepresence using a high-resolution simstim construct,0.22752833
"[1327, 1328, 1329, 1330, 1331, 1332, 1333, 1334, 1335, 1336, 1337, 1338, 1339, 1340]","The tunnel ended with an ancient Army blanket tacked across a doorway. White light flooded out as Molly ducked past it. Four square walls of blank white plastic, ceiling to match, floored with white hospital tile molded in a non slip pattern of small raised disks. In the center stood a square, white-painted wooden table and four white folding chairs. The man who stood blinking now in the doorway behind them, the blanket draping one shoulder like a cape, seemed to have been designed in a wind tunnel. His ears were very small, plastered flat against his narrow skull, and his large front teeth, revealed in something that wasn’t quite a smile, were canted sharply backward. He wore an ancient tweed jacket and held a handgun of some kind in his left hand. He peered at them, blinked, and dropped the gun into a jacket pocket. He gestured to Case, pointed at a slab of white plastic that leaned near the doorway. Case crossed to it and saw that it was a solid sandwich of circuitry, nearly a centimeter thick. He helped the man lift it and position it in the doorway. Quick, nicotine-stained fingers secured it with a white velcro border. A hidden exhaust fan began to purr. “Time,” the man said, straightening up, “and counting.",Apparatus and method for detecting unauthorized access to a secure area,0.22511047
"[5073, 5074, 5075, 5076, 5077, 5078, 5079, 5080, 5081, 5082, 5083]","Semiotics course.” “The architects of Freeside went to great pains to conceal the fact that the interior of the spindle is arranged with the banal precision of furniture in a hotel room. In Straylight, the hull’s inner surface is overgrown with a desperate proliferation of structures, forms flowing, interlocking, rising toward a solid core of microcircuitry, our clan’s corporate heart, a cylinder of silicon wormholed with narrow maintenance tunnels, some no wider than a man’s hand. The bright crabs burrow there, the drones, alert for micromechanical decay or sabotage.” “That was her you saw in the restaurant,” the Finn said. “By the standards of the archipelago,” the head continued, “ours is an old family, the convolutions of our home reflecting that age. But reflecting something else as well. The semiotics of the Villa bespeak a turning in, a denial of the bright void beyond the hull. “Tessier and Ashpool climbed the well of gravity to discover that they loathed space. They built Freeside to tap the wealth of the new islands, grew rich and eccentric, and began the construction of an extended body in Straylight. We have sealed ourselves away behind our money, growing inward, generating a seamless universe of self.","Methods, systems, and apparatus, including computer programs encoded on a computer-readable storage medium, for managing an archipelago. In some implementations, the archipelago comprises a plurality of islands, each island",0.22429705
"[3484, 3485, 3486, 3487, 3488]","They were standing in a broad street that seemed to be the floor of a deep slot or canyon, its either end concealed by subtle angles in the shops and buildings that formed its walls. The light, here, was filtered through fresh green masses of vegetation tumbling from overhanging tiers and balconies that rose above them. The sun… There was a brilliant slash of white somewhere above them too bright, and the recorded blue of a Cannes sky. He knew that sunlight was pumped in with a Lado-Acheson system whose two-millimeter armature ran the length of the spindle, that they generated a rotating library of sky effects around it, that if the sky were turned off, he’d stare up past the armature of light to the curves of lakes, rooftops of casinos, other streets—",Method and apparatus for simulating a virtual environment,0.22408621
"[5096, 5097]","Doesn’t mean shit, how deep you and the Flatline ride that Chinese virus, if this thing doesn’t hear the magic word.” “So what’s the word?”",Apparatus and method for preventing the spread of COVID-19 and other infectious diseases,0.22272217
"[427, 428, 429, 430, 431, 432, 433, 434]","A narrow wedge of light from a half-open service hatch framed a heap of discarded fiber optics and the chassis of a junked console. He’d fallen face forward on a slab of soggy chip board, he rolled over, into the shadow of the console. The cubicle’s window was a square of faint light. The alarm still oscillated, louder here, the rear wall dulling the roar of the games. A head appeared, framed in the window, back lit by the fluorescents in the corridor, then vanished. It returned, but he still couldn’t read the features. Glint of silver across the eyes. “Shit,” someone said, a woman, in the accent of the northern Sprawl.",Method and apparatus for cleaning an optical fiber connector,0.22164865
"[7246, 7247, 7248, 7249, 7250, 7251]","You know that, Case. Your business is to learn the names of programs, the long formal names, names the owners seek to conceal. True names…” “A Turing code’s not your name.” “Neuromancer,” the boy said, slitting long gray eyes against the rising sun. “The lane to the land of the dead.",Systems and methods for detecting anomalies in network traffic,0.21893454
"[5326, 5327, 5328, 5329, 5330, 5331, 5332, 5333, 5334, 5335, 5336]","“You were right, Dix. There’s some kind of manual override on the hardwiring that keeps Wintermute under control. However much he is under control,” he added. “He,” the construct said. “He. Watch that. It. I keep telling you.” “It’s a code. A word, he said. Somebody has to speak it into a fancy terminal in a certain room, while we take care of whatever’s waiting for us behind that ice.”",Systems and methods for controlling an autonomous vehicle,0.21712695
"[4579, 4580, 4581, 4582, 4583, 4584, 4585, 4586, 4587, 4588, 4589]","He warmed himself with it, unable to give it a name or an object. He rode the elevator down to his level, fumbling in his pocket for the Freeside credit chip that served as his key. Sleep was becoming real, was something he might do. To lie down on the sand-colored temperfoam and find the blankness again. They were waiting there, the three of them, their perfect white sportsclothes and stenciled tans setting off the handwoven organic chic of the furniture. The girl sat on a wicker sofa, an automatic pistol beside her on the leaf-patterned print of the cushion. “Turing,” she said. “You are under arrest.” Part IV: The Straylight Run Chapter Thirteen “Your name is Henry Dorsett Case.” She recited the year and place of his birth, his BAMA Single Identification Number, and a string of names he gradually recognized as aliases from his past.",Method and apparatus for authenticating a user in a virtual reality environment,0.21528378
"[6646, 6647, 6648, 6649, 6650, 6651]","Case edged sideways on the circular ladder and climbed the last few rungs. The gangway ended in a smooth, slightly convex hatch, two meters in diameter. The hydraulic members of the tube vanished into flexible housings set into the frame of the hatch. “So what do we—” Case’s mouth shut as the hatch swung up, a slight differential in pressure puffing fine grit into his eyes. Maelcum scrambled up, over the edge, and Case heard the tiny click of the Remington’s safety being released.",Method and apparatus for deploying an unmanned aerial vehicle (UAV) from a submersible vehicle (SV),0.2150372
"[1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066]","Sammi’s was an inflated dome behind a port side warehouse, taut gray fabric reinforced with a net of thin steel cables. The corridor, with a door at either end, was a crude airlock preserving the pressure differential that supported the dome. Fluorescent rings were screwed to the plywood ceiling at intervals, but most of them had been broken. The air was damp and close with the smell of sweat and concrete. None of that prepared him for the arena, the crowd, the tense hush, the towering puppets of light beneath the dome. Concrete sloped away in tiers to a kind of central stage, a raised circle ringed with a glittering thicket of projection gear. No light but the holograms that shifted and flickered above the ring, reproducing the movements of the two men below. Strata of cigarette smoke rose from the tiers, drifting until it struck currents set up by the blowers that supported the dome.","Methods, systems, and apparatus, including computer programs encoded on a computer-readable storage medium, for holographic boxing matches. In example embodiments, a method includes generating a three-dimensional (3D) model of",0.21460795
"[1241, 1242]","The one we bought for you frees you from a dangerous dependency.” “Thanks, but I was enjoying that dependency.”",Systems and methods for managing addictive behaviors,0.2128221
"[1856, 1857, 1858]","He tightened the nylon harness that held him in the chair and replaced the trodes. Routine now: trodes, jack, and flip. The Sense/Net research library was a dead storage area; the materials stored here had to be physically removed before they could be interfaced.",Systems and methods for neurophysiological data acquisition and analysis,0.21069717
"[1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610]","They all seemed to have carbon sockets planted behind the left ear, but she didn’t focus on them. The counters that fronted the booths displayed hundreds of slivers of microsoft, angular fragments of colored silicon mounted under oblong transparent bubbles on squares of white cardboard. Molly went to the seventh booth along the south wall. Behind the counter a boy with a shaven head stared vacantly into space, a dozen spikes of microsoft protruding from the socket behind his ear. “Larry, you in, man?” She positioned herself in front of him. The boy’s eyes focused. He sat up in his chair and pried a bright magenta splinter from his socket with a dirty thumbnail. “Hey, Larry.”",Method and apparatus for securely transferring data between a mobile device and a computing device,0.21052152
"[1321, 1322, 1323, 1324]","They stood in a clearing, dense tangles of junk rising on either side to walls lined with shelves of crumbling paperbacks. The junk looked like something that had grown there, a fungus of twisted metal and plastic. He could pick out individual objects, but then they seemed to blur back into the mass: the guts of a television so old it was studded with the glass stumps of vacuum tubes, a crumpled dish antenna, a brown fiber canister stuffed with corroded lengths of alloy tubing. An enormous pile of old magazines had cascaded into the open area, flesh of lost summers staring blindly up as he followed her back through a narrow canyon of impacted scrap.",Method and apparatus for recycling electronic devices,0.21047264
"[1177, 1178, 1179, 1180, 1181, 1182]","Each pixel a million megabytes. At a hundred million megabytes per second, you begin to make out certain blocks in midtown Manhattan, outlines of hundred-year-old industrial parks ringing the old core of Atlanta… Case woke from a dream of airports, of Molly’s dark leathers moving ahead of him through the concourses of Narita, Schipol, Orly… He watched himself buy a flat plastic flask of Danish vodka at some kiosk, an hour before dawn. Somewhere down in the Sprawl’s ferro-concrete roots, a train drove a column of stale air through a tunnel. The train itself was silent, gliding over its induction cushion, but displaced air made the tunnel sing, bass down into subsonics.",Augmented reality system and method,0.20975785
"[7438, 7439, 7440, 7441, 7442, 7443, 7444, 7445]","You know that?” 3Jane raised her eyebrows. “Peter’s suggested something like that, but tell me more.” “I met Neuromancer. He talked about your mother. I think he’s something like a giant ROM construct, for recording personality, only it’s full RAM. The constructs think they’re there, like it’s real, but it just goes on forever.” 3Jane stepped from behind the bathchair.","Methods, systems, and computer-readable media for detecting anomalies in network traffic",0.20906806
"[4544, 4545, 4546, 4547, 4548]","Like, all that money.” The drug hit him like an express train, a white-hot column of light mounting his spine from the region of his prostate, illuminating the sutures of his skull with x-rays of short-circuited sexual energy. His teeth sang in their individual sockets like tuning forks, each one pitch-perfect and clear as ethanol. His bones, beneath the hazy envelope of flesh, were chromed and polished, the joints lubricated with a film of silicone. Sand-storms raged across the scoured floor of his skull, generating waves of high thin static that broke behind his eyes, spheres of purest crystal, expanding…",Method and apparatus for treating or preventing a neurodegenerative disorder by administering a therapeutically effective amount of a cannabinoid receptor type 1 (CB1) agonist,0.19968122
"[4963, 4964, 4965]","This is memory, right? I tap you, sort it out, and feed it back in.” “I don’t have this good a memory,” Case said, looking around.",Apparatus and method for detecting unauthorized access to a computing device,0.197049
"[1773, 1774, 1775, 1776, 1777, 1778, 1779, 1780, 1781, 1782]","A BAMA Rapid Deployment helicopter was lifting off from its pad on Riker’s. Case triggered his second program. A carefully engineered virus attacked the code fabric screening primary custodial commands for the sub-basement that housed the Sense/Net research materials. “Boston,” Molly’s voice came across the link, “I’m downstairs.” Case switched and saw the blank wall of the elevator. She was unzipping the white pants. A bulky packet, exactly the shade of her pale ankle, was secured there with micro pore. She knelt and peeled the tape away. Streaks of burgundy flickered across the mimetic polycarbon as she unfolded the Modem suit. She removed the pink raincoat, threw it down beside the white pants, and began to pull the suit on over the white mesh top.",Rapid deployment helicopter,0.19179752
"[2895, 2896, 2897, 2898, 2899, 2900]","“You help me string this up.” He looked around the wide, featureless space and noticed steel rings welded on every surface, seemingly at random. When they’d strung the cables, according to some complex scheme of Molly’s, they hung them with battered sheets of yellow plastic. As they worked, Case gradually became aware of the music that pulsed constantly through the cluster. It was called dub, a sensuous mosaic cooked from vast libraries of digitalized pop; it was worship, Molly said, and a sense of community. Case heaved at one of the yellow sheets; the thing was light but still awkward.",Method and apparatus for installing a suspended ceiling,0.19124243
"[1560, 1561, 1562, 1563, 1564, 1565]","He knew that the trodes he used and the little plastic tiara dangling from a Simstim deck were basically the same, and that the cyberspace matrix was actually a drastic simplification of the human sensorium, at least in terms of presentation, but Simstim itself struck him as a gratuitous multiplication of flesh input. The commercial stuff was edited, of course, so that if Tally Isham got a headache in the course of a segment, you didn’t feel it. The screen bleeped a two-second warning. The new switch was patched into his Sendai with a thin ribbon of fiber optics. And one and two and— Cyberspace slid into existence from the cardinal points.",Method and apparatus for treating neuropsychiatric disorders using transcranial direct current stimulation (tDCS) and transcranial alternating current stimulation (tACS),0.190193
"[3184, 3185, 3186, 3187, 3188, 3189, 3190, 3191, 3192]","“I’m all doped,” he protested, but reached for the trodes. His deck and the Hosaka had been mounted behind Maelcum’s module along with a very high-resolution Cray monitor. He adjusted the trodes. Marcus Garvey had been thrown together around an enormous old Russian air scrubber, a rectangular thing daubed with Rastafarian symbols, Lions of Zion and Black Star Liners, the reds and greens and yellows over-laying wordy decals in Cyrillic script. Someone had sprayed Maelcum’s pilot gear a hot tropical pink, scraping most of the overspray off the screens and readouts with a razor blade. The gaskets around the airlock in the bow were festooned with semirigid globs and streamers of translucent caulk, like clumsy strands of imitation seaweed. He glanced past Maelcum’s shoulder to the central screen and saw a docking display: the tug’s path was a line of red dots, Freeside a segmented green circle. He watched the line extend itself, generating a new dot. He jacked in.",Method and apparatus for interfacing with a virtual reality environment,0.18902975
"[1134, 1135, 1136]","Past unseeing faces, every eye raised to the victor’s image above the ring. Once a seamed European face danced in the glare of a match, lips pursed around the short stem of a metal pipe. Tang of hashish.",Apparatus and method for smoking cannabis,0.18898231
"[5522, 5523, 5524]","She stalked the room, Ashpool’s automatic in her hand. A vast quilt or comforter was heaped beside the bed, in a broad puddle of congealed blood, thick and shiny on the patterned rugs. Twitching a corner of the quilt back, she found the body of a girl, white shoulder blades slick with blood.",Method and apparatus for detecting an intruder in a dwelling,0.18675883
"[5873, 5874, 5875, 5876]","Case followed him into a larger space, a kind of lounge, shredding and crumpling the lengths of printout that snared him in his passage. There were more of the articulated chairs, here, something that resembled a bar, and the Hosaka. The printer, still spewing its flimsy tongue of paper, was an inbuilt bulkhead unit, a neat slot in a panel of handrubbed veneer. He pulled himself over the circle of chairs and reached it, punching a white stud to the left of the slot.","Apparatus, system and method for detecting and/or preventing unauthorized access to an electronic device",0.18453433
"[3669, 3670, 3671, 3672, 3673, 3674, 3675, 3676, 3677, 3678, 3679, 3680, 3681, 3682, 3683, 3684, 3685, 3686, 3687]","Aerol had been waiting at one of the sporting docks at the end of the spindle, near the weightless axis. To reach it Case had taken an elevator down to the hull and ridden a miniature induction train. As the diameter of the spindle narrowed, gravity decreased; somewhere above him, he’d decided, would be the mountains Molly climbed, the bicycle loop, launching gear for the hang gliders and miniature microlights. Aerol had ferried him out to Marcus Garvey in a skeletal scooter frame with a chemical engine. “Two hour ago,” Maelcum said, “I take delivery of Babylon goods for you; nice Japan-boy inna yacht, mos’ pretty yacht.” Free of the suit, Case pulled himself gingerly over the Hosaka and fumbled into the straps of the web. “Well,” he said, “let’s see it.” Maelcum produced a white lump of foam slightly smaller than Case’s head, fished a pearl-handled switchblade on a green nylon lanyard out of the hip pocket of his tattered shorts, and carefully slit the plastic. He extracted a rectangular object and passed it to Case. “Thas part some gun, mon?” “No,” Case said, turning it over, “but it’s a weapon. It’s virus.” “Not on this boy tug, mon,” Maelcum said firmly, reaching for the steel cassette. “A program. Virus program. Can’t get into you, can’t even get into your software. I’ve got to interface it through the deck, before it can work on anything.” “Well, Japan-mon, he says Hosaka here’ll tell you every what an’ wherefore, you wanna know.” “Okay.",Method and apparatus for controlling an unmanned aerial vehicle (UAV),0.18082115
"[6531, 6532, 6533, 6534, 6535]","He thumbed open the vacuum valves on the workbelt’s gray pads and freed himself, retrieving the thing he’d removed. He kicked back, gliding over his instruments—a green docking diagram pulsed on his central screen—and snagged the frame of Case’s g-web. He pulled himself down and picked at the tape of his package with a thick, chipped thumbnail. “Some man in China say th’ truth comes out this,” he said, unwrapping an ancient, oilslick Remington automatic shotgun, its barrel chopped off a few millimeters in front of the battered forestock. The shoulderstock had been removed entirely, replaced with a wooden pistolgrip wound with dull black tape.",Vacuum cleaner powered by humanity's most precious resource: trash,0.18013307
"[1812, 1813, 1814, 1815, 1816, 1817, 1818]","In the loft, Case groaned. The second step took her over an outstretched arm. Uniform sleeve bright with fresh blood. Glimpse of a shattered fiberglass shock stave. Her vision seemed to have narrowed to a tunnel. With the third step, Case screamed and found himself back in the matrix. “Brood?",Method and apparatus for treating a patient's body cavity,0.17992671
"[5293, 5294, 5295, 5296, 5297]","“Wintermute. How he played a waiting game for years. Didn’t have any real power, then, but he could use the Villa’s security and custodial systems to keep track of where everything was, how things moved, where they went. He saw somebody lose this key twenty years ago, and he managed to get somebody else to leave it here. Then he killed him, the boy who’d brought it here.",Method and apparatus for controlling an autonomous vehicle,0.17901658
"[4710, 4711, 4712, 4713, 4714]","“You will come with us. We are at home with situations of legal ambiguity. The treaties under which our arm of the Registry operates grant us a great deal of flexibility. And we create flexibility, in situations where it is required.” The mask of amiability was down, suddenly, Roland’s eyes as hard as Pierre’s.",Apparatus and method for determining an identity of a user of a computing device,0.1788391
